,Make,Model,Investigation_Type,Event_Date,Aircraft_damage,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured
47995,Cessna,152,Accident,2000-03-15,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
47996,Aero Commander,100,Accident,2000-03-15,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
47997,Beech,A36,Accident,2000-03-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
47999,Piper,PA-18-150,Accident,2000-03-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48000,Cessna,A185-F,Accident,2000-03-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48001,Beech,B55,Accident,2000-03-16,Substantial,No,2.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48003,Dassault,DA-900,Accident,2000-03-17,Substantial,No,3.0,turbo jet,Executive/corporate,0.0,0.0,2.0,4.0
48004,Hiller,UH-12B,Accident,2000-03-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48008,Piper,PA-28-140,Accident,2000-03-17,Destroyed,No,1.0,reciprocating,Personal,3.0,0.0,0.0,0.0
48009,Piper,PA-28-151,Accident,2000-03-18,Substantial,No,1.0,reciprocating,Instructional,0.0,2.0,1.0,0.0
48010,Cessna,172M,Accident,2000-03-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
48011,Piper,PA-25,Accident,2000-03-18,Substantial,No,1.0,reciprocating,Other Work Use,0.0,0.0,3.0,0.0
48012,Bellanca,8KCAB,Accident,2000-03-18,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,3.0,0.0
48014,Beech,58,Accident,2000-03-18,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,1.0
48016,Cessna,172,Accident,2000-03-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
48017,Cessna,A188B,Accident,2000-03-19,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
48018,Piper,PA-31-T1,Accident,2000-03-19,Substantial,No,2.0,turbo prop,Personal,0.0,0.0,0.0,2.0
48019,Cessna,152,Accident,2000-03-19,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
48020,Beech,A23,Accident,2000-03-19,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48021,Bell,212,Accident,2000-03-19,Destroyed,No,2.0,turbo shaft,Positioning,1.0,0.0,0.0,0.0
48029,Piper,PA-28-140,Accident,2000-03-21,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48032,Cessna,180K,Accident,2000-03-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48033,Cessna,172N,Accident,2000-03-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48034,Stearman,A75N1,Accident,2000-03-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48036,Cessna,310C,Accident,2000-03-22,Substantial,No,2.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48037,Cessna,177RG,Accident,2000-03-22,Destroyed,No,1.0,reciprocating,Personal,1.0,1.0,0.0,0.0
48040,Cessna,172,Accident,2000-03-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48042,Bellanca,B17-30A,Accident,2000-03-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48043,Cessna,172N,Accident,2000-03-24,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48044,Cessna,195A,Accident,2000-03-24,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
48045,Stinson,108-2,Accident,2000-03-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
48046,Aerospatiale,SA315B,Accident,2000-03-24,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,0.0,0.0,1.0
48049,Robinson,R22 BETA,Accident,2000-03-24,Destroyed,No,1.0,reciprocating,Instructional,1.0,0.0,0.0,0.0
48050,Johnson,ZODIAC CH 601 HDS,Accident,2000-03-24,Destroyed,Yes,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48051,Cessna,172,Accident,2000-03-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
48052,Ward,ACRO,Accident,2000-03-25,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48054,Aeronca,11AC,Accident,2000-03-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
48055,Cessna,152,Accident,2000-03-25,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48056,Taylorcraft,DC-65,Accident,2000-03-25,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
48057,Cessna,182K,Accident,2000-03-25,Destroyed,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
48058,Cessna,152,Accident,2000-03-25,Destroyed,No,1.0,reciprocating,Instructional,1.0,0.0,0.0,0.0
48060,Piper,J3C-65,Accident,2000-03-26,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48061,Cessna,172,Accident,2000-03-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48062,Cessna,152,Accident,2000-03-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48064,Schweizer,300C,Accident,2000-03-26,Substantial,No,1.0,reciprocating,Other Work Use,0.0,0.0,0.0,2.0
48065,Piper,PA28R-200,Accident,2000-03-26,Destroyed,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
48066,Piper,PA-24-260,Accident,2000-03-26,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48067,Aerospatiale,AS350B,Accident,2000-03-26,Destroyed,No,1.0,turbo shaft,Aerial Observation,0.0,2.0,0.0,0.0
48068,Cessna,525,Accident,2000-03-26,Destroyed,No,2.0,turbo fan,Personal,1.0,0.0,0.0,0.0
48070,Robinson,R-22B,Accident,2000-03-27,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48071,North American,T-28B,Accident,2000-03-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48072,Wsk Pzl Mielec,PZL-M-18,Accident,2000-03-27,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
48073,Hughes,269C,Accident,2000-03-27,Destroyed,No,1.0,reciprocating,Public Aircraft,2.0,0.0,0.0,0.0
48077,Cessna,170B,Accident,2000-03-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48078,Cessna,177RG,Accident,2000-03-28,Substantial,No,1.0,reciprocating,Business,0.0,1.0,0.0,0.0
48079,Cessna,172P,Accident,2000-03-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48081,Cessna,152,Accident,2000-03-28,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,2.0,0.0
48082,Alon,A-2A,Accident,2000-03-28,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
48086,Ayres,S2R-G10,Accident,2000-03-29,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,1.0,0.0
48087,Piper,PA-32R-301,Accident,2000-03-30,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48088,Champion,7GCAA,Accident,2000-03-30,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48089,Piper,J-3C,Accident,2000-03-30,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,2.0
48090,Cessna,172P,Accident,2000-03-30,Destroyed,No,1.0,reciprocating,Instructional,2.0,0.0,0.0,0.0
48091,Commander,114,Accident,2000-03-30,Destroyed,No,1.0,reciprocating,Personal,4.0,0.0,0.0,0.0
48094,Aero Commander,S2R,Accident,2000-03-31,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
48095,Maule,M-4-220C,Accident,2000-03-31,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
48096,Cessna,182P,Accident,2000-03-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48097,Beech,A36,Accident,2000-03-31,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,5.0
48098,Cessna,180K,Accident,2000-01-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48099,Mooney,M-20F,Accident,2000-01-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48102,Aerotek,PITTS S-2A,Accident,2000-01-04,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,1.0
48105,Cessna,177RG,Accident,2000-02-04,Substantial,No,1.0,reciprocating,Personal,1.0,1.0,0.0,0.0
48106,Quicksilver,SPRINT 2,Accident,2000-02-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48108,Cessna,182C,Accident,2000-02-04,Substantial,No,1.0,reciprocating,Aerial Observation,0.0,0.0,1.0,0.0
48111,Wilson,RAF 2000 GTX SE,Accident,2000-02-04,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48112,Piper,PA-28-140,Accident,2000-02-04,Substantial,No,1.0,reciprocating,Aerial Observation,0.0,0.0,1.0,1.0
48113,Cessna,150M,Accident,2000-02-04,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
48117,Vans Aircraft,RV-6T,Accident,2000-02-04,Destroyed,Yes,1.0,reciprocating,Business,2.0,0.0,0.0,0.0
48119,Beech,M35,Accident,2000-03-04,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48120,Beech,23,Accident,2000-03-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48121,Cessna,A185F,Accident,2000-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48122,Cessna,140,Accident,2000-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48124,Cessna,152,Accident,2000-04-04,Destroyed,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48125,Dassault,DA-20,Incident,2000-04-04,Minor,No,2.0,turbo jet,Positioning,0.0,0.0,0.0,2.0
48127,Mooney,M20A,Accident,2000-05-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48128,Learjet,35A,Accident,2000-05-04,Destroyed,No,2.0,turbo fan,Instructional,3.0,0.0,0.0,1.0
48129,Johnson,ZODIAC CH-601-HDS,Accident,2000-05-04,Destroyed,Yes,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
48130,Cessna,172,Accident,2000-06-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48131,Rotorway,EXEC 162F,Accident,2000-06-04,Substantial,Yes,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48132,Piper,PA-24,Accident,2000-06-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48133,Ayres,S2R-G6,Accident,2000-06-04,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
48135,Cessna,172E,Accident,2000-07-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,1.0
48136,Cessna,172P,Accident,2000-07-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48137,Piper,PA-22-160,Accident,2000-07-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48139,Pzl-bielsko,SZD-45A OGAR,Accident,2000-08-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48140,Beech,A200,Accident,2000-08-04,Substantial,No,2.0,turbo prop,Executive/corporate,0.0,0.0,0.0,6.0
48141,Weatherly,201B,Accident,2000-08-04,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,1.0,0.0
48142,Cessna,150M,Accident,2000-08-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48143,Beech,A60,Incident,2000-08-04,Minor,No,2.0,reciprocating,Instructional,0.0,0.0,0.0,3.0
48144,Aeronca,7AC,Accident,2000-08-04,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48145,Piper,PA-34-200T,Accident,2000-09-04,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,5.0
48149,Cessna,172N,Accident,2000-10-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
48150,Cessna,305A,Accident,2000-10-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48151,Cessna,172P,Accident,2000-11-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48152,Bellanca,7ECA,Accident,2000-11-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48155,Piper,PA-38-112,Accident,2000-11-04,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
48156,Cessna,182RG,Accident,2000-11-04,Substantial,No,1.0,reciprocating,Public Aircraft,0.0,0.0,0.0,2.0
48157,Piper,PA-11,Accident,2000-11-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48158,Cessna,182P,Incident,2000-11-04,Minor,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48159,Beech,B36TC,Accident,2000-11-04,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48160,Piper,PA-32R-301,Accident,2000-11-04,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48161,Cessna,150M,Accident,2000-12-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,4.0,0.0
48162,Scott,VANS RV-4,Accident,2000-12-04,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48163,Helio,H-295,Accident,2000-12-04,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48164,Cessna,172N,Accident,2000-12-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48165,Cessna,U206F,Accident,2000-12-04,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,1.0
48166,Piper,PA-28,Accident,2000-12-04,Substantial,No,1.0,reciprocating,Ferry,0.0,0.0,2.0,0.0
48167,Cessna,150H,Accident,2000-04-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48170,Hughes,OH-6A,Accident,2000-04-13,Substantial,No,1.0,turbo shaft,Public Aircraft,0.0,0.0,1.0,0.0
48171,Cessna,170B,Accident,2000-04-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48175,Air Tractor,AT-401,Accident,2000-04-14,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,1.0,0.0
48176,Bellanca,7ECA,Accident,2000-04-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48177,Bell,222U,Accident,2000-04-14,Substantial,No,2.0,turbo shaft,Positioning,0.0,0.0,0.0,2.0
48178,Cessna,150M,Accident,2000-04-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48179,Cessna,172H,Accident,2000-04-14,Destroyed,No,1.0,reciprocating,Business,1.0,0.0,0.0,0.0
48182,Piper,J3C-65,Accident,2000-04-15,Substantial,No,1.0,reciprocating,Personal,1.0,1.0,0.0,0.0
48185,Smith,RV-4,Accident,2000-04-15,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48186,Cessna,172S,Accident,2000-04-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48187,Piper,J3C-65,Accident,2000-04-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48188,North American,T-28B,Accident,2000-04-15,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,1.0,1.0
48189,Beech,BE-58,Accident,2000-04-15,Destroyed,No,2.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48191,Bellanca,8KCAB,Accident,2000-04-16,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
48192,Hughes,OH-6A,Accident,2000-04-16,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,2.0
48193,Cessna,207,Accident,2000-04-16,Substantial,No,1.0,turbo prop,Personal,0.0,0.0,2.0,0.0
48195,Luscombe,8C,Accident,2000-04-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48196,Piper,PA-12,Accident,2000-04-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48197,Maule,M-5-210C,Accident,2000-04-16,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48199,Grumman,US-2C,Accident,2000-04-17,Destroyed,No,2.0,reciprocating,Public Aircraft,3.0,0.0,0.0,0.0
48200,Convair,BT-13A,Accident,2000-04-17,Destroyed,No,1.0,reciprocating,Other Work Use,0.0,1.0,0.0,0.0
48203,Bell,206L-3,Accident,2000-04-18,Substantial,No,1.0,turbo shaft,Business,0.0,0.0,0.0,2.0
48204,Cessna,172R,Accident,2000-04-18,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
48205,Piper,PA-18-150,Accident,2000-04-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48209,Cessna,152,Accident,2000-04-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48210,Mooney,M20F,Accident,2000-04-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,1.0
48211,Piper,PA-31-350,Accident,2000-04-19,Substantial,No,2.0,reciprocating,Business,0.0,0.0,0.0,2.0
48214,Mooney,M20C,Accident,2000-04-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48215,Hughes,OH-6A,Accident,2000-04-20,Substantial,No,1.0,turbo shaft,Public Aircraft,0.0,0.0,1.0,0.0
48216,Cessna,152,Accident,2000-04-20,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
48217,Cessna,U206G,Accident,2000-04-20,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
48218,Schweizer,G-164B,Accident,2000-04-20,Substantial,No,1.0,reciprocating,Positioning,0.0,0.0,1.0,0.0
48219,Ercoupe (eng & Research Corp.),415-D,Accident,2000-04-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48220,Air Tractor,AT-301,Accident,2000-04-20,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
48221,Hiller,UH-12ET,Accident,2000-04-20,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,0.0,0.0,1.0
48222,"Smith, Ted Aerostar",AEROSTAR 600,Accident,2000-04-20,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,4.0
48224,Piper,PA-36-300,Accident,2000-04-21,Substantial,No,1.0,reciprocating,Positioning,0.0,0.0,0.0,1.0
48225,Cessna,140,Accident,2000-04-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48226,Pzl-mielec,M-18A,Accident,2000-04-21,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
48227,Air Tractor,AT-301,Accident,2000-04-21,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
48228,Beech,A36TC,Accident,2000-04-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48229,Cessna,170A,Accident,2000-04-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48230,Mooney,M20J,Accident,2000-04-21,Destroyed,No,1.0,reciprocating,Personal,5.0,0.0,0.0,0.0
48231,Beech,D35,Accident,2000-04-21,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48234,Air Tractor,AT-401-B,Accident,2000-04-22,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
48235,Cessna,150,Accident,2000-04-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48236,Piper,PA-18,Accident,2000-04-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48237,Beech,N35,Accident,2000-04-22,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
48240,Air Tractor,502A,Accident,2000-04-22,Destroyed,No,1.0,turbo prop,Aerial Application,1.0,0.0,0.0,0.0
48242,Piper,PA-28-181,Accident,2000-04-23,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,1.0,0.0
48243,Cessna,150,Accident,2000-04-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,1.0
48245,Hughes,500C,Accident,2000-04-24,Substantial,No,1.0,turbo shaft,Personal,0.0,0.0,0.0,2.0
48246,Cessna,152,Accident,2000-04-24,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
48249,Cessna,150D,Accident,2000-04-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48250,Beech,BE-35,Accident,2000-04-25,Substantial,No,1.0,reciprocating,Ferry,0.0,0.0,1.0,0.0
48252,Eurocopter,BK117-A3,Accident,2000-04-25,Destroyed,No,2.0,turbo shaft,Positioning,3.0,0.0,0.0,0.0
48253,Cessna,140,Accident,2000-04-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48255,Robinson,R22 BETA,Accident,2000-04-26,Destroyed,No,1.0,reciprocating,Personal,1.0,1.0,0.0,0.0
48256,Cessna,177RG,Accident,2000-04-26,Destroyed,No,1.0,reciprocating,Positioning,1.0,0.0,0.0,0.0
48258,Piper,J3C-65,Accident,2000-04-27,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48259,Cessna,180,Accident,2000-04-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48260,Ayres,S2R-600,Accident,2000-04-28,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
48261,Cessna,140,Accident,2000-04-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48262,Lake,LA-4-200,Accident,2000-04-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,3.0,0.0
48264,Cessna,182,Accident,2000-04-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48265,North American,SNJ-5,Accident,2000-04-28,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
48266,Cessna,172P,Accident,2000-04-28,Destroyed,No,1.0,reciprocating,Personal,4.0,0.0,0.0,0.0
48267,Cessna,T210L,Accident,2000-04-28,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
48268,Bell,206L3,Accident,2000-04-29,Substantial,No,1.0,turbo shaft,Business,0.0,0.0,0.0,2.0
48269,Piper,PA-32-300,Accident,2000-04-29,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
48272,Beech,UC-45J,Accident,2000-04-29,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,3.0
48273,Piper,PA-32RT-200,Accident,2000-04-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48274,Piper,PA-18,Accident,2000-04-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48276,Piper,PA-28-140,Accident,2000-04-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48277,Cessna,185F,Accident,2000-04-30,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48278,Beech,A36,Accident,2000-04-30,Substantial,No,1.0,reciprocating,Personal,0.0,4.0,0.0,0.0
48280,Fairchild,PT-26B,Accident,2000-04-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48281,Cessna,172M,Accident,2000-04-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48283,Green,GTX-SE-FI,Accident,2000-04-30,Destroyed,Yes,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48285,"Smith, Ted Aerostar",AEROSTAR 601,Accident,2000-04-30,Destroyed,No,2.0,reciprocating,Personal,2.0,0.0,0.0,0.0
48288,Hughes,269C,Accident,2000-01-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,2.0,0.0
48289,De Havilland,DH-82C TIGERMOTH,Accident,2000-01-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48290,Mcdonnell Douglas,369E,Accident,2000-01-05,Destroyed,No,1.0,turbo shaft,Other Work Use,2.0,0.0,0.0,0.0
48291,Piper,PA-18,Accident,2000-01-05,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
48294,Piper,PA-28-140,Accident,2000-02-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
48295,Cessna,501,Accident,2000-02-05,Substantial,No,2.0,turbo jet,Personal,0.0,0.0,0.0,2.0
48297,Cessna,172M,Accident,2000-02-05,Destroyed,No,1.0,reciprocating,Personal,3.0,0.0,0.0,0.0
48298,De Havilland,U-6A,Accident,2000-03-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48299,Hughes,269C,Accident,2000-03-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
48300,Hughes,269C,Accident,2000-03-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48301,Gulfstream-schweizer,G-164B,Accident,2000-04-05,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
48302,Cessna,152,Accident,2000-04-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
48303,Aerospatiale,AS-350B,Accident,2000-04-05,Destroyed,No,1.0,turbo shaft,Other Work Use,3.0,3.0,0.0,0.0
48305,Beech,65-90,Accident,2000-05-05,Substantial,No,2.0,turbo prop,Public Aircraft,0.0,1.0,0.0,3.0
48306,Bell,206B,Accident,2000-05-05,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,1.0
48309,Cessna,120,Accident,2000-06-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
48310,Cessna,P210N,Accident,2000-06-05,Substantial,No,1.0,turbo prop,Personal,0.0,0.0,1.0,3.0
48311,Eurocopter,BK-117-A4,Accident,2000-06-05,Substantial,No,2.0,turbo shaft,Positioning,0.0,1.0,0.0,0.0
48313,Hiller,UH-12C,Accident,2000-06-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48314,Rotorway,ROTORWAY 162F EXEC,Accident,2000-06-05,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
48315,Lewis,SPITFIRE/RAVEN,Accident,2000-06-05,Substantial,Yes,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
48316,Bell,206-L4,Accident,2000-06-05,Substantial,No,1.0,turbo shaft,Personal,0.0,1.0,1.0,2.0
48317,Stinson,108-3,Accident,2000-06-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48319,Piper,PA-28-151,Accident,2000-06-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
48323,Beech,F35,Accident,2000-07-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
48324,Fairchild,KR-21,Accident,2000-07-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
